step,time,well_id,qgi_opt,qgi_meas,qo_meas,qo_pred,Pwh_pred,solve_time,status
6,2020-01-08T00:00:00.0,ND-001,108.02076013865282,120.07,259.5,264.3486633300781,142.10205078125,0.43000006675720215,optimal
6,2020-01-09T00:00:00.0,ND-001,117.37981482676493,119.25,286.4,277.0044250488281,142.40853881835938,0.43000006675720215,optimal
6,2020-01-10T00:00:00.0,ND-001,119.25,119.81,272.0,269.4920349121094,143.14688110351562,0.43000006675720215,optimal
6,2020-01-11T00:00:00.0,ND-001,97.31,122.31,263.9,254.36648559570312,140.00106811523438,0.43000006675720215,optimal
6,2020-01-12T00:00:00.0,ND-001,143.94,118.94,256.6,268.0709533691406,144.31568908691406,0.43000006675720215,optimal
6,2020-01-13T00:00:00.0,ND-001,108.57676839207988,117.6,258.6,258.399169921875,141.67977905273438,0.43000006675720215,optimal
7,2020-01-07T00:00:00.0,ND-001,144.79000000000002,119.79,288.3,275.43701171875,144.64248657226562,0.5169999599456787,time_limit
7,2020-01-08T00:00:00.0,ND-001,145.07,120.07,259.5,270.6460876464844,144.43490600585938,0.5169999599456787,time_limit
7,2020-01-09T00:00:00.0,ND-001,94.25,119.25,286.4,251.26776123046875,139.26913452148438,0.5169999599456787,time_limit
7,2020-01-10T00:00:00.0,ND-001,144.81,119.81,272.0,270.74346923828125,144.32151794433594,0.5169999599456787,time_limit
7,2020-01-11T00:00:00.0,ND-001,97.31,122.31,263.9,254.36648559570312,140.00106811523438,0.5169999599456787,time_limit
7,2020-01-12T00:00:00.0,ND-001,93.94,118.94,256.6,245.22219848632812,139.84774780273438,0.5169999599456787,time_limit
7,2020-01-13T00:00:00.0,ND-001,142.6,117.6,258.6,266.0923767089844,144.10299682617188,0.5169999599456787,time_limit
7,2020-01-14T00:00:00.0,ND-001,145.54000000000002,120.54,274.6,264.19610595703125,145.22084045410156,0.5169999599456787,time_limit
8,2020-01-08T00:00:00.0,ND-001,145.07,120.07,259.5,270.6460876464844,144.43490600585938,0.10000014305114746,optimal
8,2020-01-09T00:00:00.0,ND-001,144.25,119.25,286.4,286.38323974609375,144.13172912597656,0.10000014305114746,optimal
8,2020-01-10T00:00:00.0,ND-001,94.81,119.81,272.0,252.3734893798828,140.67803955078125,0.10000014305114746,optimal
8,2020-01-11T00:00:00.0,ND-001,147.31,122.31,263.9,275.2335205078125,143.96229553222656,0.10000014305114746,optimal
8,2020-01-12T00:00:00.0,ND-001,143.94,118.94,256.6,268.0709533691406,144.31568908691406,0.10000014305114746,optimal
8,2020-01-13T00:00:00.0,ND-001,142.6,117.6,258.6,266.0923767089844,144.10299682617188,0.10000014305114746,optimal
8,2020-01-14T00:00:00.0,ND-001,145.54000000000002,120.54,274.6,264.19610595703125,145.22084045410156,0.10000014305114746,optimal
8,2020-01-15T00:00:00.0,ND-001,143.32999999999998,118.33,263.4,261.9502258300781,145.27330017089844,0.10000014305114746,optimal
9,2020-01-09T00:00:00.0,ND-001,144.25,119.25,286.4,286.38323974609375,144.13172912597656,0.5299999713897705,time_limit
9,2020-01-10T00:00:00.0,ND-001,94.81,119.81,272.0,252.3734893798828,140.67803955078125,0.5299999713897705,time_limit
9,2020-01-11T00:00:00.0,ND-001,147.31,122.31,263.9,275.2335205078125,143.96229553222656,0.5299999713897705,time_limit
9,2020-01-12T00:00:00.0,ND-001,143.94,118.94,256.6,268.0709533691406,144.31568908691406,0.5299999713897705,time_limit
9,2020-01-13T00:00:00.0,ND-001,142.6,117.6,258.6,266.0923767089844,144.10299682617188,0.5299999713897705,time_limit
9,2020-01-14T00:00:00.0,ND-001,105.10514727509147,120.54,274.6,257.79193115234375,142.48562622070312,0.5299999713897705,time_limit
9,2020-01-15T00:00:00.0,ND-001,112.83745316615995,118.33,263.4,259.35479736328125,143.2864532470703,0.5299999713897705,time_limit
9,2020-01-16T00:00:00.0,ND-001,113.57466997405045,117.49,261.4,258.28106689453125,143.09315490722656,0.5299999713897705,time_limit
10,2020-01-10T00:00:00.0,ND-001,117.19127182723406,119.81,272.0,268.77117919921875,143.00473022460938,0.38000011444091797,optimal
10,2020-01-11T00:00:00.0,ND-001,144.63338815373996,122.31,263.9,275.6785583496094,143.86569213867188,0.38000011444091797,optimal
10,2020-01-12T00:00:00.0,ND-001,131.05722613535474,118.94,256.6,268.7253723144531,143.70538330078125,0.38000011444091797,optimal
10,2020-01-13T00:00:00.0,ND-001,138.97162428089754,117.6,258.6,266.5195617675781,143.94454956054688,0.38000011444091797,optimal
10,2020-01-14T00:00:00.0,ND-001,145.54000000000002,120.54,274.6,264.19610595703125,145.22084045410156,0.38000011444091797,optimal
10,2020-01-15T00:00:00.0,ND-001,120.763779567098,118.33,263.4,261.9755859375,143.96824645996094,0.38000011444091797,optimal
10,2020-01-16T00:00:00.0,ND-001,115.077229300367,117.49,261.4,258.63043212890625,143.2012939453125,0.38000011444091797,optimal
10,2020-01-17T00:00:00.0,ND-001,141.81,116.81,248.7,266.8488464355469,143.80052185058594,0.38000011444091797,optimal
11,2020-01-11T00:00:00.0,ND-001,147.31,122.31,263.9,275.2335205078125,143.96229553222656,0.5249998569488525,time_limit
11,2020-01-12T00:00:00.0,ND-001,143.94,118.94,256.6,268.0709533691406,144.31568908691406,0.5249998569488525,time_limit
11,2020-01-13T00:00:00.0,ND-001,142.6,117.6,258.6,266.0923767089844,144.10299682617188,0.5249998569488525,time_limit
11,2020-01-14T00:00:00.0,ND-001,117.96111510314483,120.54,274.6,263.85791015625,143.72186279296875,0.5249998569488525,time_limit
11,2020-01-15T00:00:00.0,ND-001,143.32999999999998,118.33,263.4,261.9502258300781,145.27330017089844,0.5249998569488525,time_limit
11,2020-01-16T00:00:00.0,ND-001,142.49,117.49,261.4,257.47979736328125,144.39007568359375,0.5249998569488525,time_limit
11,2020-01-17T00:00:00.0,ND-001,134.14383956974655,116.81,248.7,267.73663330078125,143.43887329101562,0.5249998569488525,time_limit
11,2020-01-18T00:00:00.0,ND-001,142.04000000000002,117.04,258.9,260.4813537597656,144.36351013183594,0.5249998569488525,time_limit
12,2020-01-12T00:00:00.0,ND-001,143.94,118.94,256.6,268.0709533691406,144.31568908691406,0.3580000400543213,optimal
12,2020-01-13T00:00:00.0,ND-001,122.50341331338504,117.6,258.6,265.1559143066406,142.97061157226562,0.3580000400543213,optimal
12,2020-01-14T00:00:00.0,ND-001,116.42979993313111,120.54,274.6,263.3903503417969,143.5989227294922,0.3580000400543213,optimal
12,2020-01-15T00:00:00.0,ND-001,143.32999999999998,118.33,263.4,261.9502258300781,145.27330017089844,0.3580000400543213,optimal
12,2020-01-16T00:00:00.0,ND-001,116.97956558156748,117.49,261.4,258.99676513671875,143.32998657226562,0.3580000400543213,optimal
12,2020-01-17T00:00:00.0,ND-001,105.80101074244958,116.81,248.7,258.2373352050781,141.1748504638672,0.3580000400543213,optimal
12,2020-01-18T00:00:00.0,ND-001,134.89454573434512,117.04,258.9,261.5164794921875,144.11721801757812,0.3580000400543213,optimal
12,2020-01-19T00:00:00.0,ND-001,144.16,119.16,269.1,271.375244140625,144.87356567382812,0.3580000400543213,optimal
13,2020-01-13T00:00:00.0,ND-001,106.9016509617301,117.6,258.6,257.153076171875,141.4853057861328,0.5310001373291016,time_limit
13,2020-01-14T00:00:00.0,ND-001,115.74932628713029,120.54,274.6,263.1625061035156,143.5424346923828,0.5310001373291016,time_limit
13,2020-01-15T00:00:00.0,ND-001,117.94043196764562,118.33,263.4,261.2364501953125,143.74276733398438,0.5310001373291016,time_limit
13,2020-01-16T00:00:00.0,ND-001,94.94133663360918,117.49,261.4,248.61045837402344,141.17808532714844,0.5310001373291016,time_limit
13,2020-01-17T00:00:00.0,ND-001,141.81,116.81,248.7,266.8488464355469,143.80052185058594,0.5310001373291016,time_limit
13,2020-01-18T00:00:00.0,ND-001,99.44774657217454,117.04,258.9,250.9416961669922,141.41488647460938,0.5310001373291016,time_limit
13,2020-01-19T00:00:00.0,ND-001,144.16,119.16,269.1,271.375244140625,144.87356567382812,0.5310001373291016,time_limit
13,2020-01-20T00:00:00.0,ND-001,145.05,120.05,273.0,268.41851806640625,144.776123046875,0.5310001373291016,time_limit
14,2020-01-14T00:00:00.0,ND-001,115.8082856577639,120.54,274.6,263.1827392578125,143.54737854003906,0.5539999008178711,time_limit
14,2020-01-15T00:00:00.0,ND-001,106.66948870600994,118.33,263.4,256.0268859863281,142.63514709472656,0.5539999008178711,time_limit
14,2020-01-16T00:00:00.0,ND-001,131.8709215122006,117.49,261.4,259.3668518066406,144.06993103027344,0.5539999008178711,time_limit
14,2020-01-17T00:00:00.0,ND-001,120.14707725210428,116.81,248.7,265.9661560058594,142.5526123046875,0.5539999008178711,time_limit
14,2020-01-18T00:00:00.0,ND-001,132.44828631300823,117.04,258.9,261.6886901855469,144.0177764892578,0.5539999008178711,time_limit
14,2020-01-19T00:00:00.0,ND-001,144.16,119.16,269.1,271.375244140625,144.87356567382812,0.5539999008178711,time_limit
14,2020-01-20T00:00:00.0,ND-001,130.64962745693364,120.05,273.0,269.528076171875,144.12022399902344,0.5539999008178711,time_limit
14,2020-01-21T00:00:00.0,ND-001,113.72106828665488,117.35,260.7,260.02203369140625,143.27182006835938,0.5539999008178711,time_limit
15,2020-01-15T00:00:00.0,ND-001,116.36850099480758,118.33,263.4,260.73455810546875,143.6092529296875,0.5250000953674316,time_limit
15,2020-01-16T00:00:00.0,ND-001,104.82029481901209,117.49,261.4,255.07000732421875,142.337890625,0.5250000953674316,time_limit
15,2020-01-17T00:00:00.0,ND-001,133.09642386927942,116.81,248.7,267.76580810546875,143.38363647460938,0.5250000953674316,time_limit
15,2020-01-18T00:00:00.0,ND-001,115.4687847057192,117.04,258.9,259.71112060546875,143.02508544921875,0.5250000953674316,time_limit
15,2020-01-19T00:00:00.0,ND-001,94.16,119.16,269.1,248.66732788085938,140.1199493408203,0.5250000953674316,time_limit
15,2020-01-20T00:00:00.0,ND-001,116.76919159996774,120.05,273.0,266.7029724121094,143.18515014648438,0.5250000953674316,time_limit
15,2020-01-21T00:00:00.0,ND-001,120.8819400753975,117.35,260.7,261.9386291503906,143.79905700683594,0.5250000953674316,time_limit
15,2020-01-22T00:00:00.0,ND-001,119.2565847322685,117.26,261.5,256.1913757324219,143.6629180908203,0.5250000953674316,time_limit
16,2020-01-16T00:00:00.0,ND-001,105.64023481370761,117.49,261.4,255.463134765625,142.41842651367188,0.564000129699707,time_limit
16,2020-01-17T00:00:00.0,ND-001,132.23725705450673,116.81,248.7,267.7721252441406,143.33717346191406,0.564000129699707,time_limit
16,2020-01-18T00:00:00.0,ND-001,140.2964943980987,117.04,258.9,260.80303955078125,144.30873107910156,0.564000129699707,time_limit
16,2020-01-19T00:00:00.0,ND-001,113.33513736116204,119.16,269.1,266.4475402832031,142.73440551757812,0.564000129699707,time_limit
16,2020-01-20T00:00:00.0,ND-001,112.73816452866228,120.05,273.0,264.9215087890625,142.8304901123047,0.564000129699707,time_limit
16,2020-01-21T00:00:00.0,ND-001,121.40645403745688,117.35,260.7,262.0296936035156,143.83303833007812,0.564000129699707,time_limit
16,2020-01-22T00:00:00.0,ND-001,106.95041359318577,117.26,261.5,251.6111602783203,142.5207977294922,0.564000129699707,time_limit
16,2020-01-23T00:00:00.0,ND-001,118.25289959614075,115.84,253.8,258.8519592285156,142.56378173828125,0.564000129699707,time_limit
17,2020-01-17T00:00:00.0,ND-001,135.6481491532172,116.81,248.7,267.6540832519531,143.51560974121094,0.507000207901001,time_limit
17,2020-01-18T00:00:00.0,ND-001,135.08494772243733,117.04,258.9,261.49896240234375,144.12460327148438,0.507000207901001,time_limit
17,2020-01-19T00:00:00.0,ND-001,137.89937663774086,119.16,269.1,272.0906982421875,144.54605102539062,0.507000207901001,time_limit
17,2020-01-20T00:00:00.0,ND-001,131.02887375372913,120.05,273.0,269.5444641113281,144.14083862304688,0.507000207901001,time_limit
17,2020-01-21T00:00:00.0,ND-001,105.30754370238331,117.35,260.7,255.92088317871094,142.47608947753906,0.507000207901001,time_limit
17,2020-01-22T00:00:00.0,ND-001,111.395586269789,117.26,261.5,253.73875427246094,142.98245239257812,0.507000207901001,time_limit
17,2020-01-23T00:00:00.0,ND-001,90.84,115.84,253.8,233.418701171875,138.64199829101562,0.507000207901001,time_limit
17,2020-01-24T00:00:00.0,ND-001,117.64027166962403,113.73,266.1,268.280517578125,143.24749755859375,0.507000207901001,time_limit
18,2020-01-18T00:00:00.0,ND-001,129.355747561838,117.04,258.9,261.7603454589844,143.8787384033203,0.6009998321533203,time_limit
18,2020-01-19T00:00:00.0,ND-001,125.94069517037597,119.16,269.1,271.2930603027344,143.8039093017578,0.6009998321533203,time_limit
18,2020-01-20T00:00:00.0,ND-001,133.0172625978957,120.05,273.0,269.5854187011719,144.2454376220703,0.6009998321533203,time_limit
18,2020-01-21T00:00:00.0,ND-001,119.0467378253773,117.35,260.7,261.5695495605469,143.67543029785156,0.6009998321533203,time_limit
18,2020-01-22T00:00:00.0,ND-001,92.26,117.26,261.5,240.01211547851562,140.4793701171875,0.6009998321533203,time_limit
18,2020-01-23T00:00:00.0,ND-001,109.70250475152815,115.84,253.8,253.8703155517578,141.6284942626953,0.6009998321533203,time_limit
18,2020-01-24T00:00:00.0,ND-001,98.49528020766196,113.73,266.1,255.2108612060547,141.1630096435547,0.6009998321533203,time_limit
18,2020-01-25T00:00:00.0,ND-001,118.66541402738375,114.57,259.4,263.2005310058594,143.53797912597656,0.6009998321533203,time_limit
19,2020-01-19T00:00:00.0,ND-001,123.37585891856611,119.16,269.1,270.6798400878906,143.6162872314453,0.5160000324249268,time_limit
19,2020-01-20T00:00:00.0,ND-001,145.05,120.05,273.0,268.41851806640625,144.776123046875,0.5160000324249268,time_limit
19,2020-01-21T00:00:00.0,ND-001,113.15998929240826,117.35,260.7,259.814697265625,143.22512817382812,0.5160000324249268,time_limit
19,2020-01-22T00:00:00.0,ND-001,117.42612507844072,117.26,261.5,255.75750732421875,143.51866149902344,0.5160000324249268,time_limit
19,2020-01-23T00:00:00.0,ND-001,110.00312647643032,115.84,253.8,254.08892822265625,141.66529846191406,0.5160000324249268,time_limit
19,2020-01-24T00:00:00.0,ND-001,99.06713780968697,113.73,266.1,255.7899627685547,141.24526977539062,0.5160000324249268,time_limit
19,2020-01-25T00:00:00.0,ND-001,89.57,114.57,259.4,241.81216430664062,140.00653076171875,0.5160000324249268,time_limit
19,2020-01-26T00:00:00.0,ND-001,109.71821783840626,111.99,254.2,257.8729553222656,141.7528076171875,0.5160000324249268,time_limit
20,2020-01-20T00:00:00.0,ND-001,145.05,120.05,273.0,268.41851806640625,144.776123046875,0.5060000419616699,time_limit
20,2020-01-21T00:00:00.0,ND-001,142.35,117.35,260.7,261.4378356933594,144.80055236816406,0.5060000419616699,time_limit
20,2020-01-22T00:00:00.0,ND-001,93.98313009100076,117.26,261.5,241.76437377929688,140.7681427001953,0.5060000419616699,time_limit
20,2020-01-23T00:00:00.0,ND-001,98.1950784976539,115.84,253.8,242.94033813476562,139.9689483642578,0.5060000419616699,time_limit
20,2020-01-24T00:00:00.0,ND-001,138.73000000000002,113.73,266.1,270.60333251953125,144.4838104248047,0.5060000419616699,time_limit
20,2020-01-25T00:00:00.0,ND-001,89.57,114.57,259.4,241.81216430664062,140.00653076171875,0.5060000419616699,time_limit
20,2020-01-26T00:00:00.0,ND-001,102.875709859359,111.99,254.2,251.95932006835938,140.8358612060547,0.5060000419616699,time_limit
20,2020-01-27T00:00:00.0,ND-001,101.2855761236507,113.15,268.7,251.30496215820312,141.43716430664062,0.5060000419616699,time_limit
21,2020-01-21T00:00:00.0,ND-001,142.35,117.35,260.7,261.4378356933594,144.80055236816406,0.5309998989105225,time_limit
21,2020-01-22T00:00:00.0,ND-001,136.74833908376968,117.26,261.5,256.8865661621094,144.69126892089844,0.5309998989105225,time_limit
21,2020-01-23T00:00:00.0,ND-001,105.36946070147009,115.84,253.8,250.344970703125,141.0624237060547,0.5309998989105225,time_limit
21,2020-01-24T00:00:00.0,ND-001,102.77995130864429,113.73,266.1,259.2547302246094,141.74595642089844,0.5309998989105225,time_limit
21,2020-01-25T00:00:00.0,ND-001,130.71334884065368,114.57,259.4,264.7687683105469,144.30332946777344,0.5309998989105225,time_limit
21,2020-01-26T00:00:00.0,ND-001,86.99,111.99,254.2,231.78004455566406,138.0690155029297,0.5309998989105225,time_limit
21,2020-01-27T00:00:00.0,ND-001,102.35444504503855,113.15,268.7,252.33053588867188,141.5907440185547,0.5309998989105225,time_limit
21,2020-01-28T00:00:00.0,ND-001,106.56049427520485,113.49,247.8,247.5653076171875,142.00706481933594,0.5309998989105225,time_limit
22,2020-01-22T00:00:00.0,ND-001,142.26,117.26,261.5,256.0193176269531,144.9146270751953,0.19499993324279785,optimal
22,2020-01-23T00:00:00.0,ND-001,138.31894098193317,115.84,253.8,262.2157287597656,144.06854248046875,0.19499993324279785,optimal
22,2020-01-24T00:00:00.0,ND-001,100.22691789777777,113.73,266.1,256.9271545410156,141.40785217285156,0.19499993324279785,optimal
22,2020-01-25T00:00:00.0,ND-001,94.09001955993746,114.57,259.4,247.09690856933594,140.78179931640625,0.19499993324279785,optimal
22,2020-01-26T00:00:00.0,ND-001,110.05033668173894,111.99,254.2,258.1151428222656,141.7930145263672,0.19499993324279785,optimal
22,2020-01-27T00:00:00.0,ND-001,110.01067274121672,113.15,268.7,258.4783630371094,142.5583038330078,0.19499993324279785,optimal
22,2020-01-28T00:00:00.0,ND-001,88.49,113.49,247.8,230.7548828125,139.3049774169922,0.19499993324279785,optimal
22,2020-01-29T00:00:00.0,ND-001,109.48412029740027,111.64,240.0,246.97247314453125,142.9115447998047,0.19499993324279785,optimal
23,2020-01-23T00:00:00.0,ND-001,140.84,115.84,253.8,261.9896545410156,144.20755004882812,0.4100000858306885,optimal
23,2020-01-24T00:00:00.0,ND-001,138.73000000000002,113.73,266.1,270.60333251953125,144.4838104248047,0.4100000858306885,optimal
23,2020-01-25T00:00:00.0,ND-001,89.57,114.57,259.4,241.81216430664062,140.00653076171875,0.4100000858306885,optimal
23,2020-01-26T00:00:00.0,ND-001,136.99,111.99,254.2,266.0263671875,144.0874481201172,0.4100000858306885,optimal
23,2020-01-27T00:00:00.0,ND-001,100.97327229909246,113.15,268.7,250.99737548828125,141.39137268066406,0.4100000858306885,optimal
23,2020-01-28T00:00:00.0,ND-001,138.49,113.49,247.8,253.6334686279297,144.2044219970703,0.4100000858306885,optimal
23,2020-01-29T00:00:00.0,ND-001,86.64,111.64,240.0,234.5377960205078,140.4623565673828,0.4100000858306885,optimal
23,2020-01-30T00:00:00.0,ND-001,94.15343001857778,111.01,245.4,242.66928100585938,140.49337768554688,0.4100000858306885,optimal
24,2020-01-24T00:00:00.0,ND-001,138.73000000000002,113.73,266.1,270.60333251953125,144.4838104248047,0.12899994850158691,optimal
24,2020-01-25T00:00:00.0,ND-001,139.57,114.57,259.4,264.07135009765625,144.71847534179688,0.12899994850158691,optimal
24,2020-01-26T00:00:00.0,ND-001,136.99,111.99,254.2,266.0263671875,144.0874481201172,0.12899994850158691,optimal
24,2020-01-27T00:00:00.0,ND-001,138.15,113.15,268.7,266.127197265625,144.7646942138672,0.12899994850158691,optimal
24,2020-01-28T00:00:00.0,ND-001,138.49,113.49,247.8,253.6334686279297,144.2044219970703,0.12899994850158691,optimal
24,2020-01-29T00:00:00.0,ND-001,136.64,111.64,240.0,246.28880310058594,143.80821228027344,0.12899994850158691,optimal
24,2020-01-30T00:00:00.0,ND-001,136.01,111.01,245.4,258.0912170410156,144.28286743164062,0.12899994850158691,optimal
24,2020-01-31T00:00:00.0,ND-001,88.33,113.33,249.6,226.6153564453125,139.23507690429688,0.12899994850158691,optimal
25,2020-01-25T00:00:00.0,ND-001,139.57,114.57,259.4,264.07135009765625,144.71847534179688,0.26999998092651367,optimal
25,2020-01-26T00:00:00.0,ND-001,136.99,111.99,254.2,266.0263671875,144.0874481201172,0.26999998092651367,optimal
25,2020-01-27T00:00:00.0,ND-001,138.15,113.15,268.7,266.127197265625,144.7646942138672,0.26999998092651367,optimal
25,2020-01-28T00:00:00.0,ND-001,138.49,113.49,247.8,253.6334686279297,144.2044219970703,0.26999998092651367,optimal
25,2020-01-29T00:00:00.0,ND-001,136.64,111.64,240.0,246.28880310058594,143.80821228027344,0.26999998092651367,optimal
25,2020-01-30T00:00:00.0,ND-001,136.01,111.01,245.4,258.0912170410156,144.28286743164062,0.26999998092651367,optimal
25,2020-01-31T00:00:00.0,ND-001,138.32999999999998,113.33,249.6,252.98129272460938,144.88902282714844,0.26999998092651367,optimal
25,2020-02-01T00:00:00.0,ND-001,128.2345642096146,110.34,237.5,246.6996307373047,143.75830078125,0.26999998092651367,optimal
26,2020-01-26T00:00:00.0,ND-001,91.01061805603575,111.99,254.2,237.6237335205078,138.84295654296875,0.5039999485015869,time_limit
26,2020-01-27T00:00:00.0,ND-001,98.54338714080845,113.15,268.7,248.48211669921875,141.02029418945312,0.5039999485015869,time_limit
26,2020-01-28T00:00:00.0,ND-001,99.43570117550465,113.49,247.8,242.33505249023438,141.11766052246094,0.5039999485015869,time_limit
26,2020-01-29T00:00:00.0,ND-001,86.64,111.64,240.0,234.5377960205078,140.4623565673828,0.5039999485015869,time_limit
26,2020-01-30T00:00:00.0,ND-001,96.37296411078013,111.01,245.4,244.88063049316406,140.83790588378906,0.5039999485015869,time_limit
26,2020-01-31T00:00:00.0,ND-001,128.6423911555727,113.33,249.6,253.17799377441406,144.30679321289062,0.5039999485015869,time_limit
26,2020-02-01T00:00:00.0,ND-001,95.97236979910393,110.34,237.5,233.87347412109375,140.4237518310547,0.5039999485015869,time_limit
26,2020-02-02T00:00:00.0,ND-001,134.19,109.19,246.6,247.90835571289062,144.93775939941406,0.5039999485015869,time_limit
27,2020-01-27T00:00:00.0,ND-001,101.05182137768894,113.15,268.7,251.0750732421875,141.40292358398438,0.5230000019073486,time_limit
27,2020-01-28T00:00:00.0,ND-001,136.70835321366354,113.49,247.8,253.85690307617188,144.13487243652344,0.5230000019073486,time_limit
27,2020-01-29T00:00:00.0,ND-001,94.31372136921779,111.64,240.0,240.59765625,141.55661010742188,0.5230000019073486,time_limit
